"cbsa"	"cbsa_name"	"mfi"	"mfi_hud"
"416"	99928	"nonmetro portion of MISSISSIPPI"	40724	42000
"417"	99929	"nonmetro portion of MISSOURI"	45840	48200
"418"	99930	"nonmetro portion of MONTANA"	54140	55400
"419"	99931	"nonmetro portion of NEBRASKA"	54473	57000
"420"	99932	"nonmetro portion of NEVADA"	64296	64700
"421"	99933	"nonmetro portion of NEW HAMPSHIRE"	66238	69100
"422"	99935	"nonmetro portion of NEW MEXICO"	46354	47000
"423"	99936	"nonmetro portion of NEW YORK"	54294	57700
"424"	99937	"nonmetro portion of NORTH CAROLINA"	48939	48300
"425"	99938	"nonmetro portion of NORTH DAKOTA"	58557	64800
"426"	99939	"nonmetro portion of OHIO"	52111	53000
"427"	99940	"nonmetro portion of OKLAHOMA"	47891	49900
"428"	99941	"nonmetro portion of OREGON"	50820	51300
"429"	99942	"nonmetro portion of PENNSYLVANIA"	52966	55300
"430"	99945	"nonmetro portion of SOUTH CAROLINA"	46847	47500
"431"	99946	"nonmetro portion of SOUTH DAKOTA"	55116	59600
"432"	99947	"nonmetro portion of TENNESSEE"	45046	46700
"433"	99948	"nonmetro portion of TEXAS"	48160	50500
"434"	99949	"nonmetro portion of UTAH"	55447	57700
"435"	99950	"nonmetro portion of VERMONT"	60519	62900
"436"	99951	"nonmetro portion of VIRGINIA"	50300	51600
"437"	99953	"nonmetro portion of WASHINGTON"	54522	55400
"438"	99954	"nonmetro portion of WEST VIRGINIA"	43801	46100
"439"	99955	"nonmetro portion of WISCONSIN"	57384	58600
"440"	99956	"nonmetro portion of WYOMING"	67040	73300
"441"	99960	"nonmetro portion of AMERICAN SAMOA"	NA	NA
"442"	99966	"nonmetro portion of GUAM"	NA	NA
"443"	99969	"nonmetro portion of NORTHERN MARIANA ISLANDS"	NA	NA
"444"	99972	"nonmetro portion of PUERTO RICO"	16788	18600
