"necta"	"nectad"	"cnecta"	"necta_name"	"nectad_name"	"cnecta_name"	"is_metro"	"fips_mcd"	"component_name"
"1"	70450	NA	715	"Athol, MA"	NA	"Boston-Worcester-Providence, MA-RI-NH-CT-ME"	FALSE	2501151265	"Orange town"
"2"	70450	NA	715	"Athol, MA"	NA	"Boston-Worcester-Providence, MA-RI-NH-CT-ME"	FALSE	2502702480	"Athol town"
"3"	70450	NA	715	"Athol, MA"	NA	"Boston-Worcester-Providence, MA-RI-NH-CT-ME"	FALSE	2502753120	"Petersham town"
"4"	70600	NA	710	"Augusta, ME"	NA	"Augusta-Waterville, ME"	FALSE	2301102100	"Augusta city"
"5"	70600	NA	710	"Augusta, ME"	NA	"Augusta-Waterville, ME"	FALSE	2301104020	"Belgrade town"
"6"	70600	NA	710	"Augusta, ME"	NA	"Augusta-Waterville, ME"	FALSE	2301112350	"Chelsea town"
"7"	70600	NA	710	"Augusta, ME"	NA	"Augusta-Waterville, ME"	FALSE	2301112735	"China town"
"8"	70600	NA	710	"Augusta, ME"	NA	"Augusta-Waterville, ME"	FALSE	2301124670	"Farmingdale town"
"9"	70600	NA	710	"Augusta, ME"	NA	"Augusta-Waterville, ME"	FALSE	2301127085	"Gardiner city"
"10"	70600	NA	710	"Augusta, ME"	NA	"Augusta-Waterville, ME"	FALSE	2301130550	"Hallowell city"
"11"	70600	NA	710	"Augusta, ME"	NA	"Augusta-Waterville, ME"	FALSE	2301143080	"Manchester town"
"12"	70600	NA	710	"Augusta, ME"	NA	"Augusta-Waterville, ME"	FALSE	2301147770	"Mount Vernon town"
"13"	70600	NA	710	"Augusta, ME"	NA	"Augusta-Waterville, ME"	FALSE	2301159110	"Pittston town"
"14"	70600	NA	710	"Augusta, ME"	NA	"Augusta-Waterville, ME"	FALSE	2301161700	"Randolph town"
"15"	70600	NA	710	"Augusta, ME"	NA	"Augusta-Waterville, ME"	FALSE	2301162190	"Readfield town"
"16"	70600	NA	710	"Augusta, ME"	NA	"Augusta-Waterville, ME"	FALSE	2301163835	"Rome town"
"17"	70600	NA	710	"Augusta, ME"	NA	"Augusta-Waterville, ME"	FALSE	2301168385	"Sidney town"
"18"	70600	NA	710	"Augusta, ME"	NA	"Augusta-Waterville, ME"	FALSE	2301178745	"Vassalboro town"
"19"	70600	NA	710	"Augusta, ME"	NA	"Augusta-Waterville, ME"	FALSE	2301180880	"Wayne town"
"20"	70600	NA	710	"Augusta, ME"	NA	"Augusta-Waterville, ME"	FALSE	2301182945	"West Gardiner town"
"21"	70600	NA	710	"Augusta, ME"	NA	"Augusta-Waterville, ME"	FALSE	2301186165	"Windsor town"
"22"	70600	NA	710	"Augusta, ME"	NA	"Augusta-Waterville, ME"	FALSE	2301186970	"Winthrop town"
"23"	70600	NA	710	"Augusta, ME"	NA	"Augusta-Waterville, ME"	FALSE	2301569645	"Somerville town"
"24"	70600	NA	710	"Augusta, ME"	NA	"Augusta-Waterville, ME"	FALSE	2301585010	"Whitefield town"
"25"	70600	NA	710	"Augusta, ME"	NA	"Augusta-Waterville, ME"	FALSE	2302756450	"Palermo town"
"26"	70750	NA	NA	"Bangor, ME"	NA	NA	TRUE	2300901185	"Amherst town"
"27"	70750	NA	NA	"Bangor, ME"	NA	NA	TRUE	2300902165	"Aurora town"
"28"	70750	NA	NA	"Bangor, ME"	NA	NA	TRUE	2300916935	"Dedham town"
"29"	70750	NA	NA	"Bangor, ME"	NA	NA	TRUE	2300955855	"Osborn town"
"30"	70750	NA	NA	"Bangor, ME"	NA	NA	TRUE	2300955890	"Otis town"
"31"	70750	NA	NA	"Bangor, ME"	NA	NA	TRUE	2301901115	"Alton town"
"32"	70750	NA	NA	"Bangor, ME"	NA	NA	TRUE	2301901500	"Argyle unorganized territory"
"33"	70750	NA	NA	"Bangor, ME"	NA	NA	TRUE	2301902795	"Bangor city"
"34"	70750	NA	NA	"Bangor, ME"	NA	NA	TRUE	2301906575	"Bradford town"
"35"	70750	NA	NA	"Bangor, ME"	NA	NA	TRUE	2301906680	"Bradley town"
"36"	70750	NA	NA	"Bangor, ME"	NA	NA	TRUE	2301906925	"Brewer city"
"37"	70750	NA	NA	"Bangor, ME"	NA	NA	TRUE	2301909200	"Burlington town"
"38"	70750	NA	NA	"Bangor, ME"	NA	NA	TRUE	2301910670	"Carmel town"
"39"	70750	NA	NA	"Bangor, ME"	NA	NA	TRUE	2301912105	"Charleston town"
"40"	70750	NA	NA	"Bangor, ME"	NA	NA	TRUE	2301913365	"Clifton town"
"41"	70750	NA	NA	"Bangor, ME"	NA	NA	TRUE	2301914380	"Corinth town"
"42"	70750	NA	NA	"Bangor, ME"	NA	NA	TRUE	2301917950	"Dixmont town"
"43"	70750	NA	NA	"Bangor, ME"	NA	NA	TRUE	2301919868	"East Central Penobscot unorganized territory"
"44"	70750	NA	NA	"Bangor, ME"	NA	NA	TRUE	2301922535	"Eddington town"
"45"	70750	NA	NA	"Bangor, ME"	NA	NA	TRUE	2301922710	"Edinburg town"
"46"	70750	NA	NA	"Bangor, ME"	NA	NA	TRUE	2301923620	"Enfield town"
"47"	70750	NA	NA	"Bangor, ME"	NA	NA	TRUE	2301923865	"Etna town"
"48"	70750	NA	NA	"Bangor, ME"	NA	NA	TRUE	2301924110	"Exeter town"
"49"	70750	NA	NA	"Bangor, ME"	NA	NA	TRUE	2301927190	"Garland town"
"50"	70750	NA	NA	"Bangor, ME"	NA	NA	TRUE	2301927645	"Glenburn town"
"51"	70750	NA	NA	"Bangor, ME"	NA	NA	TRUE	2301929185	"Greenbush town"
"52"	70750	NA	NA	"Bangor, ME"	NA	NA	TRUE	2301930795	"Hampden town"
"53"	70750	NA	NA	"Bangor, ME"	NA	NA	TRUE	2301932510	"Hermon town"
"54"	70750	NA	NA	"Bangor, ME"	NA	NA	TRUE	2301933490	"Holden town"
"55"	70750	NA	NA	"Bangor, ME"	NA	NA	TRUE	2301934190	"Howland town"
"56"	70750	NA	NA	"Bangor, ME"	NA	NA	TRUE	2301934365	"Hudson town"
"57"	70750	NA	NA	"Bangor, ME"	NA	NA	TRUE	2301936325	"Kenduskeag town"
"58"	70750	NA	NA	"Bangor, ME"	NA	NA	TRUE	2301937760	"Lagrange town"
"59"	70750	NA	NA	"Bangor, ME"	NA	NA	TRUE	2301938705	"Levant town"
