"tract"	"poverty"	"unemployment"	"pop_loss"	"remote_rural"
"1"	1005950100	TRUE	TRUE	FALSE	FALSE
"2"	1005950300	TRUE	TRUE	FALSE	FALSE
"3"	1005950400	TRUE	TRUE	FALSE	FALSE
"4"	1005950500	TRUE	TRUE	FALSE	FALSE
"5"	1005950600	TRUE	TRUE	FALSE	FALSE
"6"	1005950800	TRUE	TRUE	FALSE	FALSE
"7"	1005950900	TRUE	TRUE	FALSE	FALSE
"8"	1011952100	TRUE	FALSE	FALSE	FALSE
"9"	1011952200	TRUE	FALSE	FALSE	FALSE
"10"	1011952500	TRUE	FALSE	FALSE	FALSE
"11"	1013953200	TRUE	FALSE	FALSE	FALSE
"12"	1013953300	TRUE	FALSE	FALSE	FALSE
"13"	1013953500	TRUE	FALSE	FALSE	FALSE
"14"	1017953800	TRUE	FALSE	FALSE	FALSE
"15"	1017953900	TRUE	FALSE	FALSE	FALSE
"16"	1017954000	TRUE	FALSE	FALSE	FALSE
"17"	1017954200	TRUE	FALSE	FALSE	FALSE
"18"	1017954300	TRUE	FALSE	FALSE	FALSE
"19"	1017954600	TRUE	FALSE	FALSE	FALSE
"20"	1017954700	TRUE	FALSE	FALSE	FALSE
"21"	1019955701	TRUE	FALSE	FALSE	FALSE
"22"	1019955702	TRUE	FALSE	FALSE	FALSE
"23"	1019955800	TRUE	FALSE	FALSE	FALSE
"24"	1019955900	TRUE	FALSE	FALSE	FALSE
"25"	1019956000	TRUE	FALSE	FALSE	FALSE
"26"	1019956100	TRUE	FALSE	FALSE	FALSE
"27"	1023956800	TRUE	FALSE	TRUE	TRUE
"28"	1023956900	TRUE	FALSE	TRUE	TRUE
"29"	1023957000	TRUE	FALSE	TRUE	TRUE
"30"	1025957601	TRUE	TRUE	FALSE	TRUE
"31"	1025957800	TRUE	TRUE	FALSE	TRUE
"32"	1025957901	TRUE	TRUE	FALSE	TRUE
"33"	1025957902	TRUE	TRUE	FALSE	TRUE
"34"	1025958002	TRUE	TRUE	FALSE	TRUE
"35"	1027958900	FALSE	FALSE	FALSE	TRUE
"36"	1027959000	FALSE	FALSE	FALSE	TRUE
"37"	1027959100	FALSE	FALSE	FALSE	TRUE
"38"	1027959200	FALSE	FALSE	FALSE	TRUE
"39"	1035960200	TRUE	TRUE	FALSE	TRUE
"40"	1035960300	TRUE	TRUE	FALSE	TRUE
"41"	1035960400	TRUE	TRUE	FALSE	TRUE
"42"	1035960600	TRUE	TRUE	FALSE	TRUE
"43"	1037961000	FALSE	FALSE	FALSE	FALSE
"44"	1037961100	FALSE	FALSE	FALSE	FALSE
"45"	1039961700	FALSE	FALSE	FALSE	FALSE
"46"	1039961800	FALSE	FALSE	FALSE	FALSE
"47"	1039962000	FALSE	FALSE	FALSE	FALSE
"48"	1039962500	FALSE	FALSE	FALSE	FALSE
"49"	1039962600	FALSE	FALSE	FALSE	FALSE
"50"	1039962800	FALSE	FALSE	FALSE	FALSE
"51"	1039962900	FALSE	FALSE	FALSE	FALSE
"52"	1039963000	FALSE	FALSE	FALSE	FALSE
"53"	1041963400	TRUE	FALSE	FALSE	FALSE
"54"	1041963500	TRUE	FALSE	FALSE	FALSE
"55"	1041963600	TRUE	FALSE	FALSE	FALSE
"56"	1041963700	TRUE	FALSE	FALSE	FALSE
"57"	1041963800	TRUE	FALSE	FALSE	FALSE
"58"	1045020000	TRUE	FALSE	FALSE	FALSE
"59"	1045020300	TRUE	FALSE	FALSE	FALSE
"60"	1045020801	TRUE	FALSE	FALSE	FALSE
"61"	1045021101	TRUE	FALSE	FALSE	FALSE
"62"	1045021102	TRUE	FALSE	FALSE	FALSE
"63"	1045021200	TRUE	FALSE	FALSE	FALSE
"64"	1045021400	TRUE	FALSE	FALSE	FALSE
"65"	1047956201	TRUE	TRUE	FALSE	FALSE
"66"	1047956300	TRUE	TRUE	FALSE	FALSE
"67"	1047957100	TRUE	TRUE	FALSE	FALSE
"68"	1049960100	TRUE	FALSE	FALSE	FALSE
"69"	1049960200	TRUE	FALSE	FALSE	FALSE
"70"	1049960300	TRUE	FALSE	FALSE	FALSE
"71"	1049960400	TRUE	FALSE	FALSE	FALSE
"72"	1049960500	TRUE	FALSE	FALSE	FALSE
"73"	1049960600	TRUE	FALSE	FALSE	FALSE
"74"	1049960700	TRUE	FALSE	FALSE	FALSE
"75"	1049960900	TRUE	FALSE	FALSE	FALSE
"76"	1049961000	TRUE	FALSE	FALSE	FALSE
"77"	1049961100	TRUE	FALSE	FALSE	FALSE
"78"	1049961300	TRUE	FALSE	FALSE	FALSE
"79"	1049961400	TRUE	FALSE	FALSE	FALSE
"80"	1053969900	TRUE	FALSE	FALSE	FALSE
"81"	1053970300	TRUE	FALSE	FALSE	FALSE
"82"	1053970400	TRUE	FALSE	FALSE	FALSE
"83"	1053970500	TRUE	FALSE	FALSE	FALSE
"84"	1057020000	TRUE	FALSE	FALSE	FALSE
"85"	1057020100	TRUE	FALSE	FALSE	FALSE
"86"	1057020200	TRUE	FALSE	FALSE	FALSE
"87"	1057020300	TRUE	FALSE	FALSE	FALSE
