"cbsa"	"md"	"csa"	"cbsa_name"	"md_name"	"csa_name"	"is_metro"	"fips"	"component_name"	"is_central"
"27"	10540	NA	102	"Albany-Lebanon, OR"	NA	"Albany-Corvallis-Lebanon, OR"	FALSE	41043	"Linn County"	NA
"28"	10580	NA	104	"Albany-Schenectady-Troy, NY"	NA	"Albany-Schenectady-Amsterdam, NY"	TRUE	36001	"Albany County"	NA
"29"	10580	NA	104	"Albany-Schenectady-Troy, NY"	NA	"Albany-Schenectady-Amsterdam, NY"	TRUE	36083	"Rensselaer County"	NA
"30"	10580	NA	104	"Albany-Schenectady-Troy, NY"	NA	"Albany-Schenectady-Amsterdam, NY"	TRUE	36091	"Saratoga County"	NA
"31"	10580	NA	104	"Albany-Schenectady-Troy, NY"	NA	"Albany-Schenectady-Amsterdam, NY"	TRUE	36093	"Schenectady County"	NA
"32"	10580	NA	104	"Albany-Schenectady-Troy, NY"	NA	"Albany-Schenectady-Amsterdam, NY"	TRUE	36095	"Schoharie County"	NA
"33"	10620	NA	172	"Albemarle, NC"	NA	"Charlotte-Gastonia-Salisbury, NC-SC"	FALSE	37167	"Stanly County"	NA
"34"	10660	NA	NA	"Albert Lea, MN"	NA	NA	FALSE	27047	"Freeborn County"	NA
"35"	10700	NA	NA	"Albertville, AL"	NA	NA	FALSE	1095	"Marshall County"	NA
"36"	10740	NA	NA	"Albuquerque, NM"	NA	NA	TRUE	35001	"Bernalillo County"	NA
"37"	10740	NA	NA	"Albuquerque, NM"	NA	NA	TRUE	35043	"Sandoval County"	NA
"38"	10740	NA	NA	"Albuquerque, NM"	NA	NA	TRUE	35057	"Torrance County"	NA
"39"	10740	NA	NA	"Albuquerque, NM"	NA	NA	TRUE	35061	"Valencia County"	NA
"40"	10760	NA	388	"Alexander City, AL"	NA	"Montgomery-Alexander City, AL"	FALSE	1037	"Coosa County"	NA
"41"	10760	NA	388	"Alexander City, AL"	NA	"Montgomery-Alexander City, AL"	FALSE	1123	"Tallapoosa County"	NA
"42"	10780	NA	NA	"Alexandria, LA"	NA	NA	TRUE	22043	"Grant Parish"	NA
"43"	10780	NA	NA	"Alexandria, LA"	NA	NA	TRUE	22079	"Rapides Parish"	NA
"44"	10820	NA	NA	"Alexandria, MN"	NA	NA	FALSE	27041	"Douglas County"	NA
"45"	10860	NA	NA	"Alice, TX"	NA	NA	FALSE	48249	"Jim Wells County"	NA
"46"	10880	NA	266	"Allegan, MI"	NA	"Grand Rapids-Muskegon-Holland, MI"	FALSE	26005	"Allegan County"	NA
"47"	10900	NA	NA	"Allentown-Bethlehem-Easton, PA-NJ"	NA	NA	TRUE	34041	"Warren County"	NA
"48"	10900	NA	NA	"Allentown-Bethlehem-Easton, PA-NJ"	NA	NA	TRUE	42025	"Carbon County"	NA
"49"	10900	NA	NA	"Allentown-Bethlehem-Easton, PA-NJ"	NA	NA	TRUE	42077	"Lehigh County"	NA
"50"	10900	NA	NA	"Allentown-Bethlehem-Easton, PA-NJ"	NA	NA	TRUE	42095	"Northampton County"	NA
"51"	10940	NA	NA	"Alma, MI"	NA	NA	FALSE	26057	"Gratiot County"	NA
"52"	10980	NA	NA	"Alpena, MI"	NA	NA	FALSE	26007	"Alpena County"	NA
"53"	11020	NA	NA	"Altoona, PA"	NA	NA	TRUE	42013	"Blair County"	NA
"54"	11060	NA	NA	"Altus, OK"	NA	NA	FALSE	40065	"Jackson County"	NA
"55"	11100	NA	NA	"Amarillo, TX"	NA	NA	TRUE	48011	"Armstrong County"	NA
"56"	11100	NA	NA	"Amarillo, TX"	NA	NA	TRUE	48065	"Carson County"	NA
"57"	11100	NA	NA	"Amarillo, TX"	NA	NA	TRUE	48375	"Potter County"	NA
"58"	11100	NA	NA	"Amarillo, TX"	NA	NA	TRUE	48381	"Randall County"	NA
"59"	11140	NA	NA	"Americus, GA"	NA	NA	FALSE	13249	"Schley County"	NA
"60"	11140	NA	NA	"Americus, GA"	NA	NA	FALSE	13261	"Sumter County"	NA
"61"	11180	NA	112	"Ames, IA"	NA	"Ames-Boone, IA"	TRUE	19169	"Story County"	NA
"62"	11220	NA	104	"Amsterdam, NY"	NA	"Albany-Schenectady-Amsterdam, NY"	FALSE	36057	"Montgomery County"	NA
"63"	11260	NA	NA	"Anchorage, AK"	NA	NA	TRUE	2020	"Anchorage Municipality"	NA
"64"	11260	NA	NA	"Anchorage, AK"	NA	NA	TRUE	2170	"Matanuska-Susitna Borough"	NA
"65"	11300	NA	294	"Anderson, IN"	NA	"Indianapolis-Anderson-Columbus, IN"	TRUE	18095	"Madison County"	NA
"66"	11340	NA	273	"Anderson, SC"	NA	"Greenville-Spartanburg-Anderson, SC"	TRUE	45007	"Anderson County"	NA
"67"	11380	NA	NA	"Andrews, TX"	NA	NA	FALSE	48003	"Andrews County"	NA
"68"	11420	NA	NA	"Angola, IN"	NA	NA	FALSE	18151	"Steuben County"	NA
"69"	11460	NA	220	"Ann Arbor, MI"	NA	"Detroit-Warren-Flint, MI"	TRUE	26161	"Washtenaw County"	NA
"70"	11500	NA	NA	"Anniston-Oxford, AL"	NA	NA	TRUE	1015	"Calhoun County"	NA
"71"	11540	NA	118	"Appleton, WI"	NA	"Appleton-Oshkosh-Neenah, WI"	TRUE	55015	"Calumet County"	NA
"72"	11540	NA	118	"Appleton, WI"	NA	"Appleton-Oshkosh-Neenah, WI"	TRUE	55087	"Outagamie County"	NA
"73"	11580	NA	NA	"Arcadia, FL"	NA	NA	FALSE	12027	"DeSoto County"	NA
"74"	11620	NA	NA	"Ardmore, OK"	NA	NA	FALSE	40019	"Carter County"	NA
"75"	11620	NA	NA	"Ardmore, OK"	NA	NA	FALSE	40085	"Love County"	NA
"76"	11660	NA	NA	"Arkadelphia, AR"	NA	NA	FALSE	5019	"Clark County"	NA
"77"	11700	NA	120	"Asheville, NC"	NA	"Asheville-Brevard, NC"	TRUE	37021	"Buncombe County"	NA
"78"	11700	NA	120	"Asheville, NC"	NA	"Asheville-Brevard, NC"	TRUE	37087	"Haywood County"	NA
"79"	11700	NA	120	"Asheville, NC"	NA	"Asheville-Brevard, NC"	TRUE	37089	"Henderson County"	NA
"80"	11700	NA	120	"Asheville, NC"	NA	"Asheville-Brevard, NC"	TRUE	37115	"Madison County"	NA
"81"	11740	NA	NA	"Ashland, OH"	NA	NA	FALSE	39005	"Ashland County"	NA
"82"	11780	NA	184	"Ashtabula, OH"	NA	"Cleveland-Akron-Elyria, OH"	FALSE	39007	"Ashtabula County"	NA
"83"	11820	NA	NA	"Astoria, OR"	NA	NA	FALSE	41007	"Clatsop County"	NA
"84"	11860	NA	312	"Atchison, KS"	NA	"Kansas City-Overland Park-Kansas City, MO-KS"	FALSE	20005	"Atchison County"	NA
"85"	11900	NA	NA	"Athens, OH"	NA	NA	FALSE	39009	"Athens County"	NA
"86"	11940	NA	174	"Athens, TN"	NA	"Chattanooga-Cleveland-Athens, TN-GA"	FALSE	47107	"McMinn County"	NA
"87"	11980	NA	206	"Athens, TX"	NA	"Dallas-Fort Worth, TX 2"	FALSE	48213	"Henderson County"	NA
"88"	12020	NA	NA	"Athens-Clarke County, GA"	NA	NA	TRUE	13059	"Clarke County"	NA
"89"	12020	NA	NA	"Athens-Clarke County, GA"	NA	NA	TRUE	13195	"Madison County"	NA
"90"	12020	NA	NA	"Athens-Clarke County, GA"	NA	NA	TRUE	13219	"Oconee County"	NA
"91"	12020	NA	NA	"Athens-Clarke County, GA"	NA	NA	TRUE	13221	"Oglethorpe County"	NA
"92"	12060	NA	122	"Atlanta-Sandy Springs-Marietta, GA"	NA	"Atlanta-Sandy Springs-Gainesville, GA-AL"	TRUE	13013	"Barrow County"	NA
"93"	12060	NA	122	"Atlanta-Sandy Springs-Marietta, GA"	NA	"Atlanta-Sandy Springs-Gainesville, GA-AL"	TRUE	13015	"Bartow County"	NA
"94"	12060	NA	122	"Atlanta-Sandy Springs-Marietta, GA"	NA	"Atlanta-Sandy Springs-Gainesville, GA-AL"	TRUE	13035	"Butts County"	NA
"95"	12060	NA	122	"Atlanta-Sandy Springs-Marietta, GA"	NA	"Atlanta-Sandy Springs-Gainesville, GA-AL"	TRUE	13045	"Carroll County"	NA
"96"	12060	NA	122	"Atlanta-Sandy Springs-Marietta, GA"	NA	"Atlanta-Sandy Springs-Gainesville, GA-AL"	TRUE	13057	"Cherokee County"	NA
"97"	12060	NA	122	"Atlanta-Sandy Springs-Marietta, GA"	NA	"Atlanta-Sandy Springs-Gainesville, GA-AL"	TRUE	13063	"Clayton County"	NA
"98"	12060	NA	122	"Atlanta-Sandy Springs-Marietta, GA"	NA	"Atlanta-Sandy Springs-Gainesville, GA-AL"	TRUE	13067	"Cobb County"	NA
"99"	12060	NA	122	"Atlanta-Sandy Springs-Marietta, GA"	NA	"Atlanta-Sandy Springs-Gainesville, GA-AL"	TRUE	13077	"Coweta County"	NA
"100"	12060	NA	122	"Atlanta-Sandy Springs-Marietta, GA"	NA	"Atlanta-Sandy Springs-Gainesville, GA-AL"	TRUE	13085	"Dawson County"	NA
"101"	12060	NA	122	"Atlanta-Sandy Springs-Marietta, GA"	NA	"Atlanta-Sandy Springs-Gainesville, GA-AL"	TRUE	13089	"DeKalb County"	NA
"102"	12060	NA	122	"Atlanta-Sandy Springs-Marietta, GA"	NA	"Atlanta-Sandy Springs-Gainesville, GA-AL"	TRUE	13097	"Douglas County"	NA
"103"	12060	NA	122	"Atlanta-Sandy Springs-Marietta, GA"	NA	"Atlanta-Sandy Springs-Gainesville, GA-AL"	TRUE	13113	"Fayette County"	NA
"104"	12060	NA	122	"Atlanta-Sandy Springs-Marietta, GA"	NA	"Atlanta-Sandy Springs-Gainesville, GA-AL"	TRUE	13117	"Forsyth County"	NA
"105"	12060	NA	122	"Atlanta-Sandy Springs-Marietta, GA"	NA	"Atlanta-Sandy Springs-Gainesville, GA-AL"	TRUE	13121	"Fulton County"	NA
"106"	12060	NA	122	"Atlanta-Sandy Springs-Marietta, GA"	NA	"Atlanta-Sandy Springs-Gainesville, GA-AL"	TRUE	13135	"Gwinnett County"	NA
"107"	12060	NA	122	"Atlanta-Sandy Springs-Marietta, GA"	NA	"Atlanta-Sandy Springs-Gainesville, GA-AL"	TRUE	13143	"Haralson County"	NA
"108"	12060	NA	122	"Atlanta-Sandy Springs-Marietta, GA"	NA	"Atlanta-Sandy Springs-Gainesville, GA-AL"	TRUE	13149	"Heard County"	NA
"109"	12060	NA	122	"Atlanta-Sandy Springs-Marietta, GA"	NA	"Atlanta-Sandy Springs-Gainesville, GA-AL"	TRUE	13151	"Henry County"	NA
"110"	12060	NA	122	"Atlanta-Sandy Springs-Marietta, GA"	NA	"Atlanta-Sandy Springs-Gainesville, GA-AL"	TRUE	13159	"Jasper County"	NA
"111"	12060	NA	122	"Atlanta-Sandy Springs-Marietta, GA"	NA	"Atlanta-Sandy Springs-Gainesville, GA-AL"	TRUE	13171	"Lamar County"	NA
"112"	12060	NA	122	"Atlanta-Sandy Springs-Marietta, GA"	NA	"Atlanta-Sandy Springs-Gainesville, GA-AL"	TRUE	13199	"Meriwether County"	NA
"113"	12060	NA	122	"Atlanta-Sandy Springs-Marietta, GA"	NA	"Atlanta-Sandy Springs-Gainesville, GA-AL"	TRUE	13217	"Newton County"	NA
"114"	12060	NA	122	"Atlanta-Sandy Springs-Marietta, GA"	NA	"Atlanta-Sandy Springs-Gainesville, GA-AL"	TRUE	13223	"Paulding County"	NA
"115"	12060	NA	122	"Atlanta-Sandy Springs-Marietta, GA"	NA	"Atlanta-Sandy Springs-Gainesville, GA-AL"	TRUE	13227	"Pickens County"	NA
"116"	12060	NA	122	"Atlanta-Sandy Springs-Marietta, GA"	NA	"Atlanta-Sandy Springs-Gainesville, GA-AL"	TRUE	13231	"Pike County"	NA
"117"	12060	NA	122	"Atlanta-Sandy Springs-Marietta, GA"	NA	"Atlanta-Sandy Springs-Gainesville, GA-AL"	TRUE	13247	"Rockdale County"	NA
"118"	12060	NA	122	"Atlanta-Sandy Springs-Marietta, GA"	NA	"Atlanta-Sandy Springs-Gainesville, GA-AL"	TRUE	13255	"Spalding County"	NA
"119"	12060	NA	122	"Atlanta-Sandy Springs-Marietta, GA"	NA	"Atlanta-Sandy Springs-Gainesville, GA-AL"	TRUE	13297	"Walton County"	NA
"120"	12100	NA	NA	"Atlantic City, NJ"	NA	NA	TRUE	34001	"Atlantic County"	NA
"121"	12140	NA	258	"Auburn, IN"	NA	"Fort Wayne-Huntington-Auburn, IN"	FALSE	18033	"DeKalb County"	NA
"122"	12180	NA	532	"Auburn, NY"	NA	"Syracuse-Auburn, NY"	FALSE	36011	"Cayuga County"	NA
"123"	12220	NA	194	"Auburn-Opelika, AL"	NA	"Columbus-Auburn-Opelika, GA-AL"	TRUE	1081	"Lee County"	NA
"124"	12260	NA	NA	"Augusta-Richmond County, GA-SC"	NA	NA	TRUE	13033	"Burke County"	NA
"125"	12260	NA	NA	"Augusta-Richmond County, GA-SC"	NA	NA	TRUE	13073	"Columbia County"	NA
"126"	12260	NA	NA	"Augusta-Richmond County, GA-SC"	NA	NA	TRUE	13189	"McDuffie County"	NA
"127"	12260	NA	NA	"Augusta-Richmond County, GA-SC"	NA	NA	TRUE	13245	"Richmond County"	NA
"128"	12260	NA	NA	"Augusta-Richmond County, GA-SC"	NA	NA	TRUE	45003	"Aiken County"	NA
"129"	12260	NA	NA	"Augusta-Richmond County, GA-SC"	NA	NA	TRUE	45037	"Edgefield County"	NA
"130"	12300	NA	NA	"Augusta-Waterville, ME"	NA	NA	FALSE	23011	"Kennebec County"	NA
"131"	12380	NA	NA	"Austin, MN"	NA	NA	FALSE	27099	"Mower County"	NA
"132"	12420	NA	NA	"Austin-Round Rock, TX"	NA	NA	TRUE	48021	"Bastrop County"	NA
"133"	12420	NA	NA	"Austin-Round Rock, TX"	NA	NA	TRUE	48055	"Caldwell County"	NA
"134"	12420	NA	NA	"Austin-Round Rock, TX"	NA	NA	TRUE	48209	"Hays County"	NA
"135"	12420	NA	NA	"Austin-Round Rock, TX"	NA	NA	TRUE	48453	"Travis County"	NA
"136"	12420	NA	NA	"Austin-Round Rock, TX"	NA	NA	TRUE	48491	"Williamson County"	NA
"137"	12460	NA	NA	"Bainbridge, GA"	NA	NA	FALSE	13087	"Decatur County"	NA
"138"	12540	NA	NA	"Bakersfield, CA"	NA	NA	TRUE	6029	"Kern County"	NA
"139"	12580	NA	548	"Baltimore-Towson, MD"	NA	"Washington-Baltimore-Northern Virginia, DC-MD-VA-WV"	TRUE	24003	"Anne Arundel County"	NA
"140"	12580	NA	548	"Baltimore-Towson, MD"	NA	"Washington-Baltimore-Northern Virginia, DC-MD-VA-WV"	TRUE	24005	"Baltimore County"	NA
"141"	12580	NA	548	"Baltimore-Towson, MD"	NA	"Washington-Baltimore-Northern Virginia, DC-MD-VA-WV"	TRUE	24013	"Carroll County"	NA
"142"	12580	NA	548	"Baltimore-Towson, MD"	NA	"Washington-Baltimore-Northern Virginia, DC-MD-VA-WV"	TRUE	24025	"Harford County"	NA
"143"	12580	NA	548	"Baltimore-Towson, MD"	NA	"Washington-Baltimore-Northern Virginia, DC-MD-VA-WV"	TRUE	24027	"Howard County"	NA
"144"	12580	NA	548	"Baltimore-Towson, MD"	NA	"Washington-Baltimore-Northern Virginia, DC-MD-VA-WV"	TRUE	24035	"Queen Anne's County"	NA
"145"	12580	NA	548	"Baltimore-Towson, MD"	NA	"Washington-Baltimore-Northern Virginia, DC-MD-VA-WV"	TRUE	24510	"Baltimore city"	NA
"146"	12620	NA	NA	"Bangor, ME"	NA	NA	TRUE	23019	"Penobscot County"	NA
"147"	12660	NA	358	"Baraboo, WI"	NA	"Madison-Baraboo, WI"	FALSE	55111	"Sauk County"	NA
"148"	12700	NA	NA	"Barnstable Town, MA"	NA	NA	TRUE	25001	"Barnstable County"	NA
"149"	12740	NA	NA	"Barre, VT"	NA	NA	FALSE	50023	"Washington County"	NA
"150"	12780	NA	538	"Bartlesville, OK"	NA	"Tulsa-Bartlesville, OK"	FALSE	40147	"Washington County"	NA
"151"	12820	NA	384	"Bastrop, LA"	NA	"Monroe-Bastrop, LA"	FALSE	22067	"Morehouse Parish"	NA
"152"	12860	NA	464	"Batavia, NY"	NA	"Rochester-Batavia-Seneca Falls, NY"	FALSE	36037	"Genesee County"	NA
"153"	12900	NA	NA	"Batesville, AR"	NA	NA	FALSE	5063	"Independence County"	NA
"154"	12940	NA	132	"Baton Rouge, LA"	NA	"Baton Rouge-Pierre Part, LA"	TRUE	22005	"Ascension Parish"	NA
"155"	12940	NA	132	"Baton Rouge, LA"	NA	"Baton Rouge-Pierre Part, LA"	TRUE	22033	"East Baton Rouge Parish"	NA
"156"	12940	NA	132	"Baton Rouge, LA"	NA	"Baton Rouge-Pierre Part, LA"	TRUE	22037	"East Feliciana Parish"	NA
"157"	12940	NA	132	"Baton Rouge, LA"	NA	"Baton Rouge-Pierre Part, LA"	TRUE	22047	"Iberville Parish"	NA
"158"	12940	NA	132	"Baton Rouge, LA"	NA	"Baton Rouge-Pierre Part, LA"	TRUE	22063	"Livingston Parish"	NA
"159"	12940	NA	132	"Baton Rouge, LA"	NA	"Baton Rouge-Pierre Part, LA"	TRUE	22077	"Pointe Coupee Parish"	NA
"160"	12940	NA	132	"Baton Rouge, LA"	NA	"Baton Rouge-Pierre Part, LA"	TRUE	22091	"St. Helena Parish"	NA
"161"	12940	NA	132	"Baton Rouge, LA"	NA	"Baton Rouge-Pierre Part, LA"	TRUE	22121	"West Baton Rouge Parish"	NA
"162"	12940	NA	132	"Baton Rouge, LA"	NA	"Baton Rouge-Pierre Part, LA"	TRUE	22125	"West Feliciana Parish"	NA
"163"	12980	NA	NA	"Battle Creek, MI"	NA	NA	TRUE	26025	"Calhoun County"	NA
"164"	13020	NA	474	"Bay City, MI"	NA	"Saginaw-Bay City-Saginaw Township North, MI"	TRUE	26017	"Bay County"	NA
"165"	13060	NA	288	"Bay City, TX"	NA	"Houston-Baytown-Huntsville, TX"	FALSE	48321	"Matagorda County"	NA
"166"	13100	NA	NA	"Beatrice, NE"	NA	NA	FALSE	31067	"Gage County"	NA
"167"	13140	NA	NA	"Beaumont-Port Arthur, TX"	NA	NA	TRUE	48199	"Hardin County"	NA
"168"	13140	NA	NA	"Beaumont-Port Arthur, TX"	NA	NA	TRUE	48245	"Jefferson County"	NA
"169"	13140	NA	NA	"Beaumont-Port Arthur, TX"	NA	NA	TRUE	48361	"Orange County"	NA
"170"	13180	NA	252	"Beaver Dam, WI"	NA	"Fond du Lac-Beaver Dam, WI"	FALSE	55027	"Dodge County"	NA
"171"	13220	NA	138	"Beckley, WV"	NA	"Beckley-Oak Hill, WV"	FALSE	54081	"Raleigh County"	NA
"172"	13260	NA	NA	"Bedford, IN"	NA	NA	FALSE	18093	"Lawrence County"	NA
"173"	13300	NA	NA	"Beeville, TX"	NA	NA	FALSE	48025	"Bee County"	NA
"174"	13340	NA	NA	"Bellefontaine, OH"	NA	NA	FALSE	39091	"Logan County"	NA
"175"	13380	NA	NA	"Bellingham, WA"	NA	NA	TRUE	53073	"Whatcom County"	NA
"176"	13420	NA	NA	"Bemidji, MN"	NA	NA	FALSE	27007	"Beltrami County"	NA
"177"	13460	NA	140	"Bend, OR"	NA	"Bend-Prineville, OR"	TRUE	41017	"Deschutes County"	NA
"178"	13500	NA	NA	"Bennettsville, SC"	NA	NA	FALSE	45069	"Marlboro County"	NA
"179"	13540	NA	NA	"Bennington, VT"	NA	NA	FALSE	50003	"Bennington County"	NA
"180"	13620	NA	NA	"Berlin, NH-VT"	NA	NA	FALSE	33007	"Coos County"	NA
"181"	13620	NA	NA	"Berlin, NH-VT"	NA	NA	FALSE	50009	"Essex County"	NA
"182"	13660	NA	NA	"Big Rapids, MI"	NA	NA	FALSE	26107	"Mecosta County"	NA
"183"	13700	NA	NA	"Big Spring, TX"	NA	NA	FALSE	48227	"Howard County"	NA
"184"	13740	NA	NA	"Billings, MT"	NA	NA	TRUE	30009	"Carbon County"	NA
"185"	13740	NA	NA	"Billings, MT"	NA	NA	TRUE	30111	"Yellowstone County"	NA
"186"	13780	NA	NA	"Binghamton, NY"	NA	NA	TRUE	36007	"Broome County"	NA
"187"	13780	NA	NA	"Binghamton, NY"	NA	NA	TRUE	36107	"Tioga County"	NA
"188"	13820	NA	142	"Birmingham-Hoover, AL"	NA	"Birmingham-Hoover-Cullman, AL"	TRUE	1007	"Bibb County"	NA
"189"	13820	NA	142	"Birmingham-Hoover, AL"	NA	"Birmingham-Hoover-Cullman, AL"	TRUE	1009	"Blount County"	NA
"190"	13820	NA	142	"Birmingham-Hoover, AL"	NA	"Birmingham-Hoover-Cullman, AL"	TRUE	1021	"Chilton County"	NA
"191"	13820	NA	142	"Birmingham-Hoover, AL"	NA	"Birmingham-Hoover-Cullman, AL"	TRUE	1073	"Jefferson County"	NA
"192"	13820	NA	142	"Birmingham-Hoover, AL"	NA	"Birmingham-Hoover-Cullman, AL"	TRUE	1115	"St. Clair County"	NA
"193"	13820	NA	142	"Birmingham-Hoover, AL"	NA	"Birmingham-Hoover-Cullman, AL"	TRUE	1117	"Shelby County"	NA
"194"	13820	NA	142	"Birmingham-Hoover, AL"	NA	"Birmingham-Hoover-Cullman, AL"	TRUE	1127	"Walker County"	NA
"195"	13860	NA	NA	"Bishop, CA"	NA	NA	FALSE	6027	"Inyo County"	NA
"196"	13900	NA	NA	"Bismarck, ND"	NA	NA	TRUE	38015	"Burleigh County"	NA
"197"	13900	NA	NA	"Bismarck, ND"	NA	NA	TRUE	38059	"Morton County"	NA
"198"	13940	NA	292	"Blackfoot, ID"	NA	"Idaho Falls-Blackfoot, ID"	FALSE	16011	"Bingham County"	NA
"199"	13980	NA	NA	"Blacksburg-Christiansburg-Radford, VA"	NA	NA	TRUE	51071	"Giles County"	NA
"200"	13980	NA	NA	"Blacksburg-Christiansburg-Radford, VA"	NA	NA	TRUE	51121	"Montgomery County"	NA
"201"	13980	NA	NA	"Blacksburg-Christiansburg-Radford, VA"	NA	NA	TRUE	51155	"Pulaski County"	NA
"202"	13980	NA	NA	"Blacksburg-Christiansburg-Radford, VA"	NA	NA	TRUE	51750	"Radford city"	NA
"203"	14020	NA	NA	"Bloomington, IN"	NA	NA	TRUE	18055	"Greene County"	NA
"204"	14020	NA	NA	"Bloomington, IN"	NA	NA	TRUE	18105	"Monroe County"	NA
"205"	14020	NA	NA	"Bloomington, IN"	NA	NA	TRUE	18119	"Owen County"	NA
"206"	14060	NA	NA	"Bloomington-Normal, IL"	NA	NA	TRUE	17113	"McLean County"	NA
"207"	14100	NA	NA	"Bloomsburg-Berwick, PA"	NA	NA	FALSE	42037	"Columbia County"	NA
"208"	14100	NA	NA	"Bloomsburg-Berwick, PA"	NA	NA	FALSE	42093	"Montour County"	NA
"209"	14140	NA	NA	"Bluefield, WV-VA"	NA	NA	FALSE	51185	"Tazewell County"	NA
"210"	14140	NA	NA	"Bluefield, WV-VA"	NA	NA	FALSE	54055	"Mercer County"	NA
"211"	14180	NA	NA	"Blytheville, AR"	NA	NA	FALSE	5093	"Mississippi County"	NA
"212"	14220	NA	406	"Bogalusa, LA"	NA	"New Orleans-Metairie-Bogalusa, LA"	FALSE	22117	"Washington Parish"	NA
"213"	14260	NA	NA	"Boise City-Nampa, ID"	NA	NA	TRUE	16001	"Ada County"	NA
"214"	14260	NA	NA	"Boise City-Nampa, ID"	NA	NA	TRUE	16015	"Boise County"	NA
"215"	14260	NA	NA	"Boise City-Nampa, ID"	NA	NA	TRUE	16027	"Canyon County"	NA
"216"	14260	NA	NA	"Boise City-Nampa, ID"	NA	NA	TRUE	16045	"Gem County"	NA
"217"	14260	NA	NA	"Boise City-Nampa, ID"	NA	NA	TRUE	16073	"Owyhee County"	NA
"218"	14300	NA	206	"Bonham, TX"	NA	"Dallas-Fort Worth, TX 2"	FALSE	48147	"Fannin County"	NA
"219"	14340	NA	112	"Boone, IA"	NA	"Ames-Boone, IA"	FALSE	19015	"Boone County"	NA
"220"	14380	NA	NA	"Boone, NC"	NA	NA	FALSE	37189	"Watauga County"	NA
"221"	14420	NA	NA	"Borger, TX"	NA	NA	FALSE	48233	"Hutchinson County"	NA
"222"	14460	21604	148	"Boston-Cambridge-Quincy, MA-NH"	"Essex County, MA"	"Boston-Worcester-Manchester, MA-RI-NH 2"	TRUE	25009	"Essex County"	NA
"223"	14460	15764	148	"Boston-Cambridge-Quincy, MA-NH"	"Cambridge-Newton-Framingham, MA"	"Boston-Worcester-Manchester, MA-RI-NH 2"	TRUE	25017	"Middlesex County"	NA
"224"	14460	14484	148	"Boston-Cambridge-Quincy, MA-NH"	"Boston-Quincy, MA"	"Boston-Worcester-Manchester, MA-RI-NH 2"	TRUE	25021	"Norfolk County"	NA
