"necta"	"nectad"	"cnecta"	"necta_name"	"nectad_name"	"cnecta_name"	"is_metro"	"fips_mcd"	"component_name"
"1"	70450	NA	715	"Athol, MA"	NA	"Boston-Worcester-Providence, MA-RI-NH-CT-ME"	FALSE	2501151265	"Orange town"
"2"	70450	NA	715	"Athol, MA"	NA	"Boston-Worcester-Providence, MA-RI-NH-CT-ME"	FALSE	2501173265	"Warwick town"
"3"	70450	NA	715	"Athol, MA"	NA	"Boston-Worcester-Providence, MA-RI-NH-CT-ME"	FALSE	2502702480	"Athol town"
"4"	70450	NA	715	"Athol, MA"	NA	"Boston-Worcester-Providence, MA-RI-NH-CT-ME"	FALSE	2502758580	"Royalston town"
"5"	70600	NA	710	"Augusta, ME"	NA	"Augusta-Waterville, ME"	FALSE	2301102100	"Augusta city"
"6"	70600	NA	710	"Augusta, ME"	NA	"Augusta-Waterville, ME"	FALSE	2301104020	"Belgrade town"
"7"	70600	NA	710	"Augusta, ME"	NA	"Augusta-Waterville, ME"	FALSE	2301112350	"Chelsea town"
"8"	70600	NA	710	"Augusta, ME"	NA	"Augusta-Waterville, ME"	FALSE	2301112735	"China town"
"9"	70600	NA	710	"Augusta, ME"	NA	"Augusta-Waterville, ME"	FALSE	2301124670	"Farmingdale town"
"10"	70600	NA	710	"Augusta, ME"	NA	"Augusta-Waterville, ME"	FALSE	2301127085	"Gardiner city"
"11"	70600	NA	710	"Augusta, ME"	NA	"Augusta-Waterville, ME"	FALSE	2301130550	"Hallowell city"
"12"	70600	NA	710	"Augusta, ME"	NA	"Augusta-Waterville, ME"	FALSE	2301143080	"Manchester town"
"13"	70600	NA	710	"Augusta, ME"	NA	"Augusta-Waterville, ME"	FALSE	2301147770	"Mount Vernon town"
"14"	70600	NA	710	"Augusta, ME"	NA	"Augusta-Waterville, ME"	FALSE	2301159110	"Pittston town"
"15"	70600	NA	710	"Augusta, ME"	NA	"Augusta-Waterville, ME"	FALSE	2301161700	"Randolph town"
"16"	70600	NA	710	"Augusta, ME"	NA	"Augusta-Waterville, ME"	FALSE	2301162190	"Readfield town"
"17"	70600	NA	710	"Augusta, ME"	NA	"Augusta-Waterville, ME"	FALSE	2301163835	"Rome town"
